0.124228;-0.488435;0.248569;9.733490
0.072684;0.006699;0.273702;9.751824
0.111614;-0.380364;0.253341;9.728531
0.080211;-0.000790;0.261724;9.741025
0.059154;0.231220;0.267667;9.747854
0.046851;0.366419;0.270545;9.758555
0.097058;-0.203322;0.241001;9.745421
0.076325;0.055454;0.242787;9.747389
0.066554;0.142099;0.239958;9.756143
0.058294;0.239117;0.235883;9.764567
0.056082;0.252776;0.229139;9.771308
0.104272;-0.378761;0.192529;9.736825
0.085684;-0.080781;0.188007;9.744354
0.077593;0.029423;0.180277;9.748805
0.072388;0.128067;0.171843;9.754017
0.069205;0.193310;0.163663;9.760642
0.098747;-0.280891;0.134421;9.737858
0.082769;0.031902;0.130378;9.748292
0.077086;0.145403;0.123838;9.753662
0.076138;0.175769;0.115831;9.759932
0.075541;0.207113;0.109454;9.767059
0.099538;-0.320571;0.085910;9.744501
0.088663;-0.026432;0.082982;9.753242
0.083223;0.127636;0.079079;9.760887
0.081409;0.214950;0.074784;9.768481
0.101732;-0.397294;0.055207;9.750096
0.095757;-0.152514;0.051354;9.756242
0.091582;0.038886;0.048274;9.764336
0.088122;0.222710;0.045140;9.772898
0.089063;0.234038;0.040373;9.780902
0.099459;-0.343405;0.027277;9.767889
0.097432;-0.173121;0.022421;9.770585
0.096169;-0.022771;0.018020;9.779130
0.095631;0.161203;0.013409;9.786679
0.095995;0.299326;0.008696;9.796759
0.085482;-0.220106;0.001729;9.793004
0.097899;-0.022732;-0.006254;9.792057
0.095119;0.054207;-0.012296;9.800472
0.084666;0.143349;-0.018104;9.808112
0.066381;0.254881;-0.022616;9.817287
0.042456;-0.089499;-0.026432;9.795414
0.019269;0.000800;-0.026229;9.799954
-0.002666;0.107070;-0.022203;9.805782
-0.029829;0.226778;-0.013059;9.813652
-0.029993;-0.298977;-0.001953;9.795110
-0.056872;-0.122920;0.017163;9.793443
-0.092675;-0.021381;0.043192;9.801059
-0.132473;0.059344;0.078011;9.807447
-0.124579;0.130514;0.119504;9.815586
-0.012021;-0.449758;0.144372;9.800982
-0.006225;-0.221673;0.190577;9.807102
-0.002288;-0.060613;0.238114;9.814836
-0.001170;0.068787;0.286500;9.821840
-0.019660;0.250204;0.342992;9.833587
0.073396;-0.207835;0.361970;9.826156
0.043308;-0.023775;0.408986;9.829924
0.019701;0.074372;0.452819;9.838601
-0.002476;0.154294;0.494825;9.846495
0.077700;-0.239794;0.498828;9.839232
0.032765;-0.021235;0.538359;9.839202
0.018114;0.025513;0.566556;9.843452
-0.010410;0.156927;0.598841;9.852875
-0.029251;0.222142;0.627928;9.859919
0.085921;-0.255132;0.597326;9.842236
0.060796;-0.107412;0.613824;9.841494
0.045783;-0.034510;0.624651;9.846348
0.021591;0.089834;0.637553;9.852536
-0.007255;0.216497;0.654478;9.860637
-0.032810;0.306012;0.671452;9.869744
0.049280;-0.003622;0.620541;9.841492
0.032356;0.046232;0.623716;9.846928
0.025992;0.081729;0.619645;9.851461
-0.000620;0.191789;0.627465;9.861748
0.096108;-0.230177;0.566253;9.830411
0.071818;-0.086620;0.560344;9.835089
0.054918;0.010439;0.553301;9.841529
0.041134;0.098077;0.545786;9.846132
0.026556;0.177053;0.540233;9.850858
0.124379;-0.304974;0.469941;9.819026
0.080328;-0.051565;0.472142;9.827461
0.057338;0.056415;0.468025;9.833832
0.042715;0.142420;0.461038;9.838813
0.143361;-0.409597;0.386030;9.801901
0.098963;-0.115045;0.386664;9.812359
0.079858;0.003915;0.378131;9.817685
0.066752;0.110472;0.368790;9.822096
0.054015;0.201985;0.363004;9.829427
0.120080;-0.250560;0.312264;9.803956
0.088588;-0.012085;0.314435;9.809636
0.080467;0.025773;0.306300;9.812630
0.063091;0.157316;0.305084;9.820084
0.057717;0.188038;0.300583;9.823439
0.114716;-0.274218;0.256496;9.790930
0.079652;0.033082;0.262595;9.804326
0.071886;0.086648;0.258205;9.805073
0.064247;0.158579;0.254979;9.810438
0.068125;0.120397;0.247195;9.810692
0.111342;-0.280109;0.207905;9.768962
0.086763;-0.025509;0.209933;9.781984
0.076526;0.087627;0.206780;9.787460
0.066879;0.216935;0.206087;9.796702
