2.473178;0.119852;0.161625;0.013007;-0.005619;0.179229;2.822702;7.331597;0.799106;0.940423;-0.018712;0.031469;-0.338029;2.000000
2.472293;0.123884;0.158668;0.016055;-0.069237;0.188267;2.936671;7.247912;0.801290;0.942206;-0.018409;0.030888;-0.333098;2.000000
2.470605;0.125934;0.147919;0.012381;-0.060411;0.196175;3.049540;7.167066;0.803362;0.944056;-0.018525;0.028926;-0.327992;2.000000
2.465125;0.126136;0.118835;0.026051;-0.207192;0.203431;3.199837;7.062394;0.805911;0.946619;-0.019395;0.023575;-0.320905;2.000000
2.454582;0.124461;0.092562;0.019663;-0.120469;0.207897;3.316192;6.983587;0.807694;0.948602;-0.020180;0.018832;-0.315265;2.000000
2.440263;0.121583;0.083811;0.007494;0.034960;0.211933;3.430716;6.907842;0.809265;0.950471;-0.020111;0.017591;-0.309664;2.000000
2.426584;0.117926;0.097291;-0.005360;0.181424;0.215751;3.545368;6.833770;0.810671;0.952249;-0.019015;0.020683;-0.304027;2.000000
2.417817;0.113775;0.122379;0.000594;0.117733;0.218761;3.662356;6.759963;0.811996;0.953993;-0.017429;0.025788;-0.298210;2.000000
2.414075;0.109331;0.130462;0.007200;0.046223;0.219191;3.779876;6.687575;0.813232;0.955787;-0.016546;0.027685;-0.292285;2.000000
2.412157;0.102889;0.137799;0.004498;0.073241;0.218131;3.935483;6.594321;0.814644;0.958101;-0.015509;0.029611;-0.284473;2.000000
2.413134;0.097744;0.150216;0.000007;0.127089;0.216708;4.052477;6.526069;0.815535;0.959729;-0.014465;0.032383;-0.278678;2.000000
2.417769;0.092358;0.170078;-0.002279;0.153610;0.214774;4.172421;6.457687;0.816323;0.961279;-0.013153;0.036520;-0.272828;2.000000
2.427229;0.086994;0.183006;0.009782;-0.016828;0.211959;4.291308;6.391436;0.817036;0.962800;-0.012198;0.038997;-0.267107;2.000000
2.441374;0.079729;0.166700;0.016099;-0.093250;0.205526;4.450138;6.305174;0.817822;0.964960;-0.012195;0.035899;-0.259644;2.000000
2.448751;0.073979;0.155813;0.012936;-0.033127;0.199748;4.571470;6.240908;0.818258;0.966489;-0.012086;0.034010;-0.254156;2.000000
2.454528;0.068233;0.154005;0.009874;0.023133;0.193528;4.693641;6.177545;0.818544;0.967880;-0.011608;0.033944;-0.248841;2.000000
2.460759;0.062574;0.160570;0.006564;0.079822;0.187154;4.818831;6.113952;0.818693;0.969164;-0.010811;0.035444;-0.243616;2.000000
2.468804;0.057362;0.159502;0.017329;-0.081105;0.180446;4.940485;6.053394;0.818756;0.970393;-0.010334;0.035258;-0.238720;2.000000
2.477526;0.050456;0.141321;0.017611;-0.057717;0.170059;5.109892;5.970982;0.818660;0.972080;-0.010204;0.031938;-0.232242;2.000000
2.481148;0.045706;0.137168;0.014089;0.019782;0.162304;5.233249;5.912290;0.818433;0.973150;-0.009750;0.031419;-0.227808;2.000000
2.484908;0.041234;0.142731;0.011855;0.075951;0.154601;5.359441;5.853333;0.818069;0.974109;-0.008952;0.032757;-0.223515;2.000000
2.490594;0.037179;0.155186;0.010086;0.105957;0.147171;5.486291;5.795121;0.817589;0.974954;-0.007928;0.035354;-0.219434;2.000000
2.499485;0.033421;0.155785;0.019565;-0.081678;0.140015;5.616206;5.736544;0.817038;0.975845;-0.007336;0.035371;-0.215456;2.000000
2.508925;0.028793;0.136262;0.021076;-0.084192;0.129675;5.788324;5.660455;0.816181;0.977049;-0.007180;0.031724;-0.210519;2.000000
2.512665;0.025503;0.128559;0.018067;-0.000767;0.121988;5.919811;5.603408;0.815397;0.977839;-0.006789;0.030420;-0.207024;2.000000
2.515743;0.022487;0.133472;0.015544;0.078570;0.114712;6.051775;5.547030;0.814503;0.978497;-0.005963;0.031528;-0.203750;2.000000
2.520721;0.019755;0.138441;0.020310;-0.055998;0.108466;6.181935;5.492233;0.813569;0.979100;-0.005194;0.032403;-0.200713;2.000000
2.525405;0.017176;0.121020;0.023306;-0.141038;0.101583;6.312616;5.437972;0.812577;0.979790;-0.005120;0.029075;-0.197838;2.000000
2.525280;0.013865;0.097910;0.022992;-0.066735;0.092473;6.485779;5.367141;0.811149;0.980612;-0.004980;0.024774;-0.194324;2.000000
2.521983;0.011445;0.095586;0.021925;0.048295;0.085854;6.619277;5.313295;0.809955;0.981110;-0.004334;0.024450;-0.191848;2.000000
2.519573;0.009163;0.107366;0.020281;0.117836;0.079621;6.752831;5.260033;0.808704;0.981499;-0.003213;0.026777;-0.189561;2.000000
2.520443;0.006989;0.118624;0.023509;-0.017870;0.074526;6.884214;5.208180;0.807465;0.981848;-0.002141;0.028748;-0.187467;2.000000
2.522124;0.004763;0.106310;0.026520;-0.125922;0.068756;7.015852;5.156716;0.806223;0.982288;-0.001843;0.026296;-0.185512;2.000000
2.518873;0.001726;0.081926;0.028074;-0.095842;0.060903;7.189943;5.089316;0.804530;0.982843;-0.001662;0.021524;-0.183174;2.000000
2.512431;-0.000698;0.075829;0.027401;0.020337;0.054998;7.323874;5.037907;0.803198;0.983169;-0.001060;0.020285;-0.181566;2.000000
2.506229;-0.003115;0.086826;0.029187;0.130270;0.049259;7.455219;4.987804;0.801883;0.983386;0.000123;0.022316;-0.180151;2.000000
2.503471;-0.005607;0.107089;0.028422;0.081403;0.044808;7.584095;4.938896;0.800640;0.983527;0.001561;0.025854;-0.178897;2.000000
2.503840;-0.008385;0.111087;0.028551;-0.005260;0.039519;7.717708;4.888400;0.799419;0.983722;0.002509;0.026347;-0.177737;2.000000
2.504546;-0.012205;0.111885;0.026063;0.010059;0.031954;7.891294;4.823024;0.797887;0.983953;0.003557;0.026161;-0.176464;2.000000
2.505275;-0.015192;0.117462;0.017592;0.059329;0.026037;8.025080;4.772741;0.796754;0.984071;0.004375;0.026948;-0.175665;2.000000
2.507452;-0.018020;0.123046;0.006894;-0.055950;0.021590;8.156624;4.723343;0.795724;0.984167;0.004863;0.027578;-0.175018;2.000000
2.509101;-0.020563;0.110034;-0.009503;-0.111629;0.016886;8.290637;4.673035;0.794758;0.984337;0.004354;0.024809;-0.174491;2.000000
2.507333;-0.022203;0.096441;-0.029619;-0.077302;0.012141;8.422269;4.623639;0.793850;0.984474;0.003369;0.022155;-0.174092;2.000000
2.501226;-0.022169;0.090223;-0.056304;0.010163;0.007306;8.595933;4.558558;0.792699;0.984568;0.001600;0.021099;-0.173716;2.000000
2.496329;-0.019917;0.098981;-0.078924;0.085842;0.005629;8.727107;4.509566;0.791886;0.984566;-0.000014;0.022945;-0.173502;2.000000
2.493690;-0.015448;0.108146;-0.093911;-0.025778;0.006775;8.858192;4.460884;0.791200;0.984562;-0.002202;0.024710;-0.173272;2.000000
2.491314;-0.008406;0.098749;-0.107490;-0.094079;0.008581;8.989303;4.412626;0.790595;0.984636;-0.005331;0.023200;-0.172988;2.000000
2.486278;0.001466;0.086596;-0.131049;-0.074007;0.012445;9.120395;4.364989;0.790025;0.984718;-0.009080;0.021273;-0.172611;2.000000
2.475838;0.019914;0.079508;-0.167385;-0.013681;0.022849;9.298161;4.301760;0.789302;0.984796;-0.015018;0.020609;-0.171832;2.000000
2.467190;0.037857;0.082453;-0.177601;0.027595;0.035297;9.431400;4.255766;0.788811;0.984845;-0.019861;0.021705;-0.170921;2.000000
2.459431;0.058708;0.082252;-0.147650;-0.120878;0.050308;9.562347;4.212071;0.788408;0.984963;-0.024539;0.021819;-0.169616;2.000000
2.449255;0.081920;0.060701;-0.114226;-0.203717;0.066727;9.693373;4.170124;0.788069;0.985243;-0.028829;0.017580;-0.167800;2.000000
2.433016;0.106549;0.037348;-0.091155;-0.158786;0.086384;9.826618;4.129515;0.787754;0.985600;-0.032488;0.012827;-0.165445;2.000000
2.404912;0.138648;0.021980;-0.076417;-0.045335;0.116305;10.001341;4.079707;0.787349;0.986159;-0.036140;0.009500;-0.161537;2.000000
2.382420;0.161832;0.028987;-0.071881;0.051147;0.142898;10.133514;4.044834;0.787058;0.986663;-0.038154;0.010487;-0.157891;2.000000
2.362175;0.183114;0.032550;-0.036881;-0.058120;0.167987;10.262898;4.013193;0.786859;0.987288;-0.039619;0.010575;-0.153559;2.000000
2.342390;0.201593;0.027909;-0.027155;-0.067530;0.192691;10.387238;3.985199;0.786705;0.988009;-0.040676;0.009114;-0.148664;2.000000
2.319216;0.219872;0.025734;-0.032627;-0.022469;0.222428;10.529389;3.956166;0.786538;0.988921;-0.041722;0.008074;-0.142233;2.000000
2.294274;0.236157;0.033711;-0.050261;0.059164;0.256289;10.682200;3.928590;0.786397;0.989969;-0.042911;0.009038;-0.134305;2.000000
2.276381;0.247546;0.045090;-0.032433;-0.028608;0.283765;10.811602;3.908277;0.786363;0.990911;-0.043971;0.010564;-0.126694;2.000000
2.260326;0.256474;0.043414;-0.025813;-0.062268;0.308496;10.936013;3.891451;0.786417;0.991893;-0.044806;0.009478;-0.118537;2.000000
2.243681;0.263367;0.041310;-0.031885;-0.042021;0.333127;11.062168;3.877149;0.786499;0.992896;-0.045692;0.008451;-0.109540;2.000000
2.222128;0.269579;0.048332;-0.050174;0.043212;0.366382;11.230192;3.862529;0.786643;0.994178;-0.047089;0.009092;-0.096485;2.000000
2.209172;0.272395;0.063913;-0.063273;0.102386;0.390612;11.352753;3.855159;0.786800;0.995031;-0.048389;0.011809;-0.086208;2.000000
